Sample,Grain,Ca_apfu,Si_apfu,P_apfu,F_apfu,Cl_apfu,OH_apfu,Mn_apfu,Mg_apfu,Fe_apfu,Sr_apfu,Na_apfu,Ce_apfu,La_apfu,K_apfu,Y_apfu,S_apfu,Corr_Total_wt_pct,Net_Corr_Total_wt_pct,M_site_10,X_site_6,rmr0_1999,eCl_1999_apfu,rmr0_2007,eCl_2007_apfu
MU19-20,24,10.058,0.017,5.937,1.830,0.001,0.168,0.009,0.000,0.000,0.000,0.009,0.003,0.002,0.000,0.025,0.003,99.8,99.8,10.1,6.0,0.854,-0.043,0.021,
MU19-20,25,10.072,0.044,5.899,1.778,0.002,0.221,0.013,0.000,0.001,0.000,0.013,0.002,0.001,0.000,0.036,0.005,99.0,99.0,10.1,6.0,0.848,-0.023,0.003,
MU19-20,26,10.059,0.004,5.965,2.250,0.001,0.000,0.005,0.000,0.001,0.000,0.003,0.000,0.001,0.001,0.004,0.002,100.5,100.5,10.1,6.0,0.863,-0.073,0.029,
MU19-20,27,10.017,0.001,5.970,1.922,0.004,0.074,0.010,0.000,0.006,0.002,0.023,0.002,0.000,0.001,0.013,0.002,100.2,100.2,10.1,6.0,0.851,-0.033,0.010,
MU19-20,28,10.069,0.023,5.927,1.742,0.003,0.256,0.015,0.001,0.003,0.002,0.010,0.001,0.001,0.000,0.020,0.003,99.5,99.5,10.1,6.0,0.844,-0.012,0.829,0.003
MU19-20,29,10.075,0.003,5.952,2.135,0.002,0.000,0.008,0.001,0.001,0.000,0.011,0.000,0.002,0.000,0.010,0.002,100.0,100.0,10.1,6.0,0.861,-0.065,0.026,
MU19-20,30,10.060,0.005,5.961,2.106,0.002,0.000,0.008,0.000,0.001,0.001,0.001,0.000,0.002,0.000,0.002,0.004,100.5,100.5,10.1,6.0,0.863,-0.072,0.036,
MU19-20,31,10.035,0.006,5.962,2.145,0.001,0.000,0.008,0.000,0.005,0.001,0.006,0.000,0.000,0.000,0.010,0.005,100.4,100.4,10.1,6.0,0.857,-0.053,0.019,
MU19-20,32,10.090,0.005,5.949,2.168,0.000,0.000,0.002,0.001,0.000,0.000,0.002,0.000,0.000,0.000,0.007,0.005,100.0,100.0,10.1,6.0,0.866,-0.083,0.044,
MU19-20,33,10.047,0.007,5.941,2.072,0.000,0.000,0.017,0.002,0.002,0.000,0.023,0.003,0.000,0.001,0.016,0.008,100.3,100.3,10.1,6.0,0.856,-0.048,0.008,
MU19-20,34,10.116,0.007,5.927,2.005,0.001,0.000,0.014,0.000,0.001,0.000,0.018,0.000,0.000,0.001,0.012,0.003,99.5,99.5,10.1,6.0,0.858,-0.058,0.024,
MU19-20,35,10.096,0.006,5.946,2.297,0.001,0.000,0.007,0.001,0.003,0.000,0.008,0.000,0.000,0.000,0.005,0.001,100.0,100.0,10.1,6.0,0.860,-0.062,0.016,
MU19-22,1,9.999,0.011,5.971,1.844,0.017,0.138,0.013,0.002,0.002,0.000,0.010,0.002,0.001,0.000,0.007,0.005,100.9,100.9,10.0,6.0,0.850,-0.030,0.008,
MU19-22,2,10.003,0.012,5.961,1.635,0.011,0.354,0.011,0.001,0.002,0.001,0.001,0.005,0.004,0.000,0.007,0.010,100.4,100.4,10.0,6.0,0.842,-0.006,0.830,0.000
MU19-22,3,9.991,0.038,5.952,1.760,0.013,0.227,0.011,0.003,0.002,0.000,0.001,0.002,0.000,0.001,0.019,0.001,100.0,100.0,10.0,6.0,0.847,-0.021,0.006,
MU19-22,4,10.000,0.017,5.951,1.967,0.012,0.021,0.017,0.000,0.007,0.000,0.017,0.001,0.000,0.001,0.014,0.011,100.6,100.6,10.0,6.0,0.848,-0.023,0.829,0.005
MU19-22,5,10.097,0.022,5.924,1.687,0.006,0.307,0.011,0.001,0.006,0.000,0.002,0.000,0.000,0.001,0.013,0.003,99.1,99.1,10.1,6.0,0.841,-0.003,0.830,0.001
MU19-22,6,10.006,0.039,5.945,1.825,0.028,0.147,0.006,0.002,0.003,0.000,0.005,0.006,0.003,0.000,0.017,0.001,100.1,100.1,10.0,6.0,0.848,-0.024,0.005,
MU19-22,7,10.062,0.008,5.958,2.002,0.021,0.000,0.004,0.001,0.006,0.000,0.000,0.001,0.000,0.000,0.005,0.002,100.3,100.3,10.1,6.0,0.855,-0.048,0.024,
MU19-22,8,10.027,0.006,5.977,1.713,0.003,0.284,0.010,0.000,0.004,0.000,0.002,0.000,0.000,0.000,0.001,0.001,100.4,100.4,10.0,6.0,0.846,-0.017,0.013,
MU19-22,9,10.034,0.008,5.961,1.958,0.012,0.030,0.012,0.002,0.004,0.002,0.003,0.000,0.001,0.000,0.002,0.007,100.6,100.6,10.0,6.0,0.855,-0.045,0.020,
MU19-22,10,10.039,0.012,5.951,1.759,0.012,0.229,0.009,0.001,0.006,0.000,0.003,0.000,0.001,0.001,0.007,0.010,100.1,100.2,10.1,6.0,0.845,-0.014,0.005,
MU19-22,11,10.019,0.006,5.967,1.629,0.007,0.364,0.009,0.003,0.001,0.001,0.009,0.000,0.003,0.000,0.000,0.010,99.9,99.9,10.0,6.0,0.845,-0.014,0.010,
MU19-22,12,9.999,0.011,5.966,1.946,0.014,0.040,0.012,0.000,0.005,0.002,0.006,0.004,0.000,0.001,0.011,0.007,100.7,100.7,10.0,6.0,0.851,-0.035,0.010,
MU19-22,13,9.907,0.001,5.977,1.384,0.003,0.613,0.001,0.012,0.012,0.059,0.064,0.011,0.004,0.000,0.002,0.002,99.0,99.0,10.1,6.0,0.816,0.066,0.815,0.066
MU19-22,13b,9.844,0.004,6.004,1.623,0.001,0.375,0.002,0.009,0.004,0.057,0.058,0.010,0.006,0.001,0.000,0.004,99.9,99.9,10.0,6.0,0.837,0.011,0.824,0.028
MU19-22,14,10.003,0.026,5.957,1.842,0.034,0.124,0.010,0.000,0.011,0.000,0.007,0.001,0.002,0.002,0.006,0.004,99.6,99.7,10.0,6.0,0.839,0.004,0.826,0.018
MU19-22,15,9.996,0.006,5.981,1.545,0.005,0.450,0.015,0.001,0.003,0.002,0.013,0.000,0.000,0.000,0.001,0.004,100.3,100.3,10.0,6.0,0.837,0.010,0.828,0.009
MU19-22,16,10.060,0.057,5.910,1.899,0.044,0.057,0.005,0.001,0.013,0.000,0.001,0.005,0.005,0.001,0.012,0.000,99.7,99.8,10.1,6.0,0.839,0.003,0.826,0.019
MU19-22,17,10.112,0.023,5.911,1.679,0.013,0.308,0.011,0.000,0.002,0.000,0.008,0.001,0.000,0.001,0.011,0.010,99.4,99.4,10.1,6.0,0.844,-0.011,0.002,
MU19-22,18,10.104,0.015,5.928,2.175,0.022,0.000,0.009,0.000,0.006,0.002,0.003,0.004,0.005,0.001,0.006,0.002,100.0,100.1,10.1,6.0,0.852,-0.037,0.830,0.002
MU19-22,19,10.081,0.006,5.944,2.107,0.022,0.000,0.013,0.000,0.005,0.000,0.007,0.002,0.000,0.000,0.002,0.007,100.1,100.1,10.1,6.0,0.852,-0.038,0.002,
MU19-22,20,10.133,0.005,5.926,1.883,0.004,0.114,0.014,0.000,0.000,0.001,0.009,0.002,0.000,0.000,0.005,0.004,99.9,99.9,10.2,5.9,0.855,-0.046,0.021,
MU19-22,20b,10.124,0.001,5.933,1.748,0.006,0.246,0.013,0.002,0.005,0.000,0.007,0.003,0.002,0.000,0.003,0.003,99.5,99.5,10.1,5.9,0.845,-0.013,0.003,
MU19-22,21,10.136,0.001,5.931,1.690,0.006,0.304,0.016,0.001,0.008,0.000,0.006,0.000,0.001,0.001,0.001,0.001,99.7,99.7,10.2,5.9,0.837,0.010,0.827,0.014
MU19-22,22,10.094,0.019,5.913,1.882,0.014,0.103,0.015,0.001,0.005,0.001,0.015,0.004,0.000,0.000,0.012,0.011,100.2,100.2,10.1,6.0,0.847,-0.021,0.829,0.003
MU19-22,23,10.111,0.011,5.929,1.989,0.024,0.000,0.010,0.001,0.007,0.000,0.005,0.005,0.000,0.001,0.006,0.002,100.3,100.3,10.1,6.0,0.851,-0.032,0.006,
MU19-22,24,10.122,0.023,5.911,2.000,0.030,0.000,0.010,0.001,0.006,0.000,0.002,0.009,0.000,0.000,0.011,0.002,99.8,99.9,10.2,5.9,0.850,-0.031,0.002,
MU19-22,25,10.081,0.024,5.933,2.186,0.023,0.000,0.006,0.000,0.009,0.000,0.001,0.002,0.002,0.000,0.010,0.001,100.2,100.2,10.1,6.0,0.851,-0.032,0.829,0.004
MU19-24,1,10.069,0.004,5.956,2.128,0.006,0.000,0.006,0.001,0.005,0.003,0.005,0.000,0.001,0.000,0.009,0.000,100.6,100.6,10.1,6.0,0.858,-0.055,0.021,
MU19-24,2,10.035,0.001,5.956,2.026,0.007,0.000,0.015,0.001,0.007,0.000,0.028,0.002,0.000,0.000,0.016,0.002,100.5,100.5,10.1,6.0,0.850,-0.029,0.829,0.004
MU19-24,3,10.049,0.002,5.958,2.069,0.008,0.000,0.010,0.001,0.005,0.000,0.021,0.001,0.000,0.000,0.013,0.002,100.3,100.4,10.1,6.0,0.855,-0.045,0.011,
MU19-24,4,9.990,0.005,5.974,2.488,0.007,0.000,0.018,0.001,0.003,0.000,0.026,0.001,0.003,0.000,0.016,0.000,101.3,101.3,10.0,6.0,0.853,-0.038,0.823,0.031
MU19-24,5,10.068,0.003,5.942,2.413,0.005,0.000,0.009,0.002,0.005,0.000,0.020,0.004,0.002,0.000,0.016,0.004,100.9,100.9,10.1,6.0,0.854,-0.044,0.827,0.014
MU19-24,6,10.007,0.003,5.966,2.473,0.006,0.000,0.008,0.002,0.005,0.001,0.023,0.003,0.003,0.000,0.019,0.002,101.4,101.4,10.1,6.0,0.854,-0.044,0.826,0.019
MU19-24,7,10.058,0.007,5.933,2.175,0.009,0.000,0.025,0.002,0.016,0.000,0.032,0.004,0.000,0.000,0.016,0.002,100.3,100.3,10.1,6.0,0.834,0.018,0.817,0.058
MU19-24,8,9.969,0.004,5.977,2.278,0.007,0.000,0.016,0.001,0.005,0.000,0.032,0.006,0.002,0.000,0.019,0.001,100.6,100.6,10.0,6.0,0.850,-0.030,0.825,0.024
MU19-24,9,9.955,0.007,5.975,2.081,0.010,0.000,0.024,0.000,0.017,0.000,0.026,0.004,0.004,0.001,0.013,0.003,100.8,100.8,10.0,6.0,0.835,0.016,0.819,0.049
MU19-24,10,10.017,0.005,5.957,2.113,0.008,0.000,0.022,0.000,0.009,0.002,0.031,0.003,0.000,0.001,0.017,0.000,100.5,100.6,10.1,6.0,0.844,-0.012,0.824,0.029
MU19-24,11,10.105,0.001,5.928,2.053,0.009,0.000,0.012,0.002,0.008,0.003,0.020,0.002,0.003,0.001,0.015,0.002,100.2,100.2,10.2,5.9,0.850,-0.029,0.829,0.003
MU19-24,12,10.038,0.003,5.964,1.938,0.006,0.055,0.007,0.002,0.000,0.000,0.016,0.003,0.000,0.000,0.014,0.002,100.5,100.5,10.1,6.0,0.859,-0.059,0.030,
MU19-24,13,10.008,0.002,5.964,2.245,0.006,0.000,0.014,0.001,0.011,0.001,0.025,0.000,0.001,0.000,0.020,0.002,100.9,100.9,10.1,6.0,0.846,-0.017,0.824,0.026
MU19-24,14,10.019,0.007,5.957,2.269,0.007,0.000,0.022,0.000,0.010,0.000,0.024,0.000,0.000,0.001,0.016,0.001,100.5,100.5,10.1,6.0,0.844,-0.010,0.821,0.038
MU19-24,15,9.973,0.004,5.973,2.110,0.006,0.000,0.025,0.002,0.014,0.000,0.031,0.004,0.001,0.000,0.015,0.000,101.2,101.2,10.0,6.0,0.837,0.008,0.820,0.046
MU19-24,16,10.105,0.005,5.924,1.972,0.007,0.020,0.010,0.001,0.010,0.000,0.032,0.003,0.000,0.000,0.021,0.001,99.8,99.8,10.2,5.9,0.848,-0.023,0.829,0.003
MU19-24,17,10.012,0.004,5.959,2.420,0.009,0.000,0.020,0.000,0.014,0.000,0.025,0.004,0.004,0.000,0.015,0.001,100.9,100.9,10.1,6.0,0.839,0.002,0.817,0.059
MU19-24,18,10.029,0.003,5.949,2.000,0.010,0.000,0.020,0.002,0.013,0.000,0.032,0.000,0.002,0.000,0.021,0.002,100.1,100.1,10.1,6.0,0.840,0.001,0.823,0.031
MU19-24,19,10.078,0.002,5.939,2.489,0.006,0.000,0.010,0.001,0.009,0.000,0.025,0.003,0.001,0.001,0.017,0.003,100.6,100.6,10.1,6.0,0.850,-0.031,0.823,0.030
MU19-24,20,10.056,0.005,5.956,1.970,0.006,0.024,0.005,0.000,0.005,0.001,0.020,0.004,0.000,0.000,0.012,0.000,100.2,100.2,10.1,6.0,0.855,-0.047,0.022,
MU19-24,21,10.093,0.000,5.941,2.271,0.006,0.000,0.006,0.001,0.009,0.002,0.022,0.002,0.000,0.000,0.014,0.000,100.5,100.5,10.1,5.9,0.851,-0.034,0.828,0.009
MU19-24,22,10.021,0.002,5.954,2.094,0.009,0.000,0.019,0.003,0.008,0.003,0.037,0.002,0.003,0.000,0.019,0.001,100.3,100.3,10.1,6.0,0.845,-0.015,0.824,0.026
MU19-24,23,10.008,0.002,5.960,2.527,0.014,0.000,0.019,0.000,0.008,0.000,0.031,0.007,0.000,0.000,0.019,0.002,101.1,101.1,10.1,6.0,0.845,-0.015,0.817,0.056
MU19-24,24,10.074,0.003,5.947,2.104,0.005,0.000,0.010,0.000,0.005,0.001,0.020,0.000,0.003,0.000,0.010,0.003,100.2,100.2,10.1,6.0,0.855,-0.047,0.011,
MU19-24,25,10.039,0.005,5.964,2.417,0.006,0.000,0.005,0.001,0.004,0.000,0.015,0.005,0.002,0.000,0.008,0.000,101.4,101.4,10.1,6.0,0.858,-0.057,0.001,
MU19-24,26,10.035,0.005,5.949,2.265,0.006,0.000,0.021,0.002,0.010,0.002,0.024,0.004,0.001,0.000,0.020,0.000,100.8,100.8,10.1,6.0,0.844,-0.011,0.821,0.039
MU19-24,27,10.031,0.003,5.952,2.369,0.024,0.000,0.013,0.001,0.017,0.000,0.028,0.004,0.001,0.000,0.018,0.001,100.8,100.8,10.1,6.0,0.836,0.013,0.816,0.064
MU19-24,28,10.053,0.002,5.955,1.991,0.007,0.002,0.010,0.000,0.006,0.000,0.021,0.003,0.001,0.001,0.013,0.001,100.4,100.4,10.1,6.0,0.853,-0.039,0.012,
MU19-24,29,10.041,0.003,5.963,2.063,0.007,0.000,0.006,0.000,0.004,0.000,0.016,0.005,0.001,0.000,0.010,0.002,100.7,100.8,10.1,6.0,0.858,-0.055,0.023,
MU19-24,30,9.998,0.001,5.967,2.127,0.007,0.000,0.017,0.004,0.017,0.000,0.027,0.006,0.001,0.000,0.013,0.001,100.9,100.9,10.1,6.0,0.838,0.007,0.821,0.039
MU19-24,31,10.031,0.006,5.957,2.362,0.006,0.000,0.009,0.003,0.006,0.003,0.025,0.001,0.000,0.000,0.015,0.002,100.4,100.5,10.1,6.0,0.853,-0.040,0.827,0.014
MU19-24,32,10.044,0.003,5.958,2.289,0.008,0.000,0.007,0.000,0.002,0.000,0.016,0.006,0.000,0.000,0.020,0.000,100.8,100.8,10.1,6.0,0.859,-0.058,0.006,
MU19-24,33,10.053,0.004,5.955,2.045,0.006,0.000,0.012,0.001,0.004,0.000,0.023,0.003,0.001,0.001,0.009,0.001,100.4,100.4,10.1,6.0,0.855,-0.045,0.012,
MU19-24,34,10.061,0.000,5.953,2.416,0.006,0.000,0.011,0.001,0.005,0.001,0.028,0.004,0.002,0.001,0.010,0.000,100.3,100.4,10.1,6.0,0.854,-0.042,0.826,0.017
MU19-24,35,9.964,0.003,5.974,2.159,0.010,0.000,0.026,0.004,0.015,0.002,0.031,0.006,0.000,0.000,0.016,0.000,100.5,100.5,10.0,6.0,0.836,0.014,0.817,0.056
MU19-25,1,9.925,0.003,5.990,2.019,0.018,0.000,0.026,0.003,0.016,0.000,0.035,0.004,0.000,0.000,0.017,0.001,100.4,100.5,10.0,6.0,0.832,0.023,0.817,0.056
MU19-25,2,9.944,0.005,5.977,2.042,0.014,0.000,0.023,0.003,0.024,0.000,0.041,0.003,0.002,0.000,0.016,0.000,100.3,100.3,10.0,6.0,0.825,0.044,0.814,0.073
MU19-25,3,9.986,0.001,5.969,1.865,0.009,0.126,0.018,0.001,0.013,0.002,0.040,0.005,0.003,0.001,0.014,0.001,99.7,99.7,10.1,6.0,0.835,0.016,0.822,0.037
MU19-25,4,10.113,0.002,5.925,1.984,0.012,0.004,0.015,0.000,0.008,0.003,0.023,0.003,0.002,0.000,0.013,0.001,99.4,99.4,10.2,5.9,0.847,-0.022,0.828,0.007
MU19-25,5,10.076,0.003,5.928,2.118,0.013,0.000,0.021,0.003,0.021,0.002,0.030,0.005,0.001,0.001,0.017,0.001,99.8,99.8,10.2,6.0,0.830,0.031,0.816,0.063
MU19-25,6,10.102,0.006,5.914,2.229,0.007,0.000,0.020,0.005,0.016,0.001,0.029,0.002,0.004,0.000,0.022,0.001,100.0,100.0,10.2,5.9,0.837,0.010,0.818,0.054
MU19-25,7,10.123,0.002,5.913,1.988,0.016,0.000,0.017,0.003,0.015,0.001,0.032,0.004,0.000,0.000,0.017,0.002,99.1,99.1,10.2,5.9,0.838,0.007,0.822,0.034
MU19-25,8,10.088,0.004,5.926,2.152,0.009,0.000,0.021,0.003,0.015,0.000,0.026,0.000,0.000,0.000,0.021,0.002,99.9,99.9,10.2,6.0,0.837,0.009,0.820,0.047
MU19-25,9,10.033,0.005,5.947,2.146,0.012,0.000,0.022,0.004,0.013,0.000,0.034,0.002,0.000,0.000,0.016,0.002,99.5,99.5,10.1,6.0,0.839,0.003,0.820,0.044
MU19-25,10,10.060,0.006,5.932,1.921,0.012,0.068,0.022,0.002,0.013,0.002,0.029,0.002,0.003,0.000,0.019,0.003,99.4,99.4,10.1,6.0,0.835,0.015,0.821,0.041
MU19-25,11,10.166,0.000,5.913,2.129,0.011,0.000,0.009,0.001,0.001,0.001,0.025,0.001,0.003,0.000,0.011,0.002,99.7,99.7,10.2,5.9,0.858,-0.055,0.012,
MU19-25,12,10.157,0.002,5.901,2.315,0.012,0.000,0.021,0.000,0.020,0.000,0.027,0.004,0.001,0.000,0.013,0.002,99.2,99.2,10.2,5.9,0.832,0.023,0.815,0.068
MU19-25,13,10.062,0.003,5.938,2.068,0.012,0.000,0.022,0.006,0.016,0.000,0.030,0.004,0.000,0.001,0.013,0.001,99.6,99.6,10.1,6.0,0.835,0.016,0.819,0.048
MU19-25,14,10.062,0.003,5.940,2.323,0.010,0.000,0.020,0.005,0.018,0.001,0.025,0.000,0.001,0.000,0.014,0.001,99.9,99.9,10.1,6.0,0.835,0.015,0.816,0.062
MU19-25,15,10.096,0.005,5.920,2.335,0.014,0.000,0.024,0.005,0.018,0.000,0.027,0.002,0.002,0.000,0.017,0.000,99.8,99.8,10.2,5.9,0.832,0.024,0.813,0.076
MU19-25,16,10.083,0.003,5.927,2.275,0.020,0.000,0.021,0.002,0.017,0.002,0.029,0.006,0.001,0.000,0.016,0.001,99.7,99.7,10.2,6.0,0.833,0.022,0.814,0.070
MU19-25,17,10.102,0.004,5.924,2.147,0.014,0.000,0.019,0.000,0.012,0.000,0.030,0.000,0.000,0.000,0.021,0.001,99.4,99.4,10.2,5.9,0.841,-0.001,0.821,0.039
MU19-25,18,10.110,0.003,5.921,2.279,0.009,0.000,0.021,0.003,0.015,0.001,0.021,0.006,0.000,0.000,0.015,0.000,100.0,100.0,10.2,5.9,0.838,0.006,0.818,0.052
MU19-25,19,10.025,0.003,5.947,2.062,0.014,0.000,0.029,0.004,0.018,0.000,0.027,0.003,0.005,0.001,0.012,0.003,99.9,99.9,10.1,6.0,0.831,0.028,0.816,0.062
MU19-25,20,10.147,0.000,5.908,2.307,0.012,0.000,0.019,0.002,0.007,0.000,0.027,0.000,0.003,0.000,0.023,0.001,99.4,99.5,10.2,5.9,0.847,-0.021,0.822,0.035
MU19-25,21,10.101,0.003,5.924,1.961,0.014,0.024,0.026,0.002,0.010,0.001,0.027,0.003,0.000,0.000,0.014,0.003,99.2,99.2,10.2,6.0,0.840,0.001,0.823,0.032
MU19-25,22,10.117,0.002,5.921,2.174,0.017,0.000,0.022,0.003,0.009,0.000,0.024,0.001,0.000,0.000,0.017,0.002,99.4,99.4,10.2,5.9,0.844,-0.011,0.822,0.035
MU19-25,23,10.109,0.002,5.930,2.126,0.007,0.000,0.021,0.000,0.005,0.000,0.028,0.000,0.000,0.002,0.013,0.000,99.5,99.5,10.2,6.0,0.850,-0.029,0.827,0.015
MU19-25,24,10.115,0.003,5.916,2.105,0.016,0.000,0.023,0.002,0.016,0.000,0.030,0.002,0.000,0.000,0.016,0.002,99.2,99.2,10.2,5.9,0.835,0.016,0.818,0.052
MU19-25,25,10.083,0.000,5.934,2.252,0.010,0.000,0.015,0.004,0.020,0.002,0.026,0.005,0.001,0.001,0.011,0.001,100.0,100.0,10.2,6.0,0.834,0.017,0.818,0.055
MU19-25,26,10.137,0.003,5.913,2.019,0.010,0.000,0.020,0.001,0.007,0.000,0.031,0.003,0.002,0.001,0.013,0.001,99.2,99.2,10.2,5.9,0.847,-0.020,0.827,0.016
MU19-25,27,10.108,0.001,5.924,2.097,0.009,0.000,0.018,0.003,0.014,0.003,0.025,0.003,0.000,0.000,0.016,0.001,99.3,99.3,10.2,5.9,0.840,0.000,0.823,0.033
MU19-25,28,10.196,0.005,5.895,2.478,0.010,0.000,0.015,0.000,0.006,0.000,0.026,0.000,0.001,0.000,0.012,0.001,99.5,99.5,10.2,5.9,0.851,-0.033,0.823,0.032
MU19-25,29,10.126,0.002,5.918,2.032,0.013,0.000,0.018,0.001,0.017,0.001,0.031,0.001,0.000,0.000,0.015,0.000,98.9,99.0,10.2,5.9,0.836,0.012,0.821,0.039
MU19-25,30,10.096,0.002,5.926,1.972,0.029,0.000,0.019,0.005,0.013,0.001,0.032,0.003,0.001,0.000,0.012,0.001,99.3,99.4,10.2,5.9,0.837,0.010,0.821,0.040
MU19-25,31,9.976,0.005,5.975,1.781,0.010,0.208,0.022,0.002,0.012,0.000,0.026,0.002,0.000,0.000,0.015,0.001,100.1,100.1,10.0,6.0,0.831,0.026,0.821,0.042
MU19-25,32,9.957,0.003,5.981,2.264,0.008,0.000,0.022,0.003,0.015,0.000,0.026,0.001,0.001,0.000,0.017,0.002,100.6,100.6,10.0,6.0,0.838,0.007,0.818,0.053
MU19-25,33,9.980,0.003,5.982,1.871,0.009,0.121,0.013,0.001,0.008,0.000,0.022,0.003,0.000,0.000,0.010,0.002,100.2,100.2,10.0,6.0,0.845,-0.014,0.829,0.005
MU19-25,34,9.966,0.007,5.969,2.024,0.012,0.000,0.023,0.006,0.020,0.000,0.032,0.003,0.000,0.001,0.016,0.002,100.2,100.2,10.0,6.0,0.831,0.028,0.818,0.056
MU19-25,35,9.942,0.003,5.985,2.075,0.012,0.000,0.022,0.001,0.016,0.002,0.031,0.003,0.000,0.000,0.018,0.001,100.6,100.6,10.0,6.0,0.835,0.014,0.819,0.048
MU19-26,1,10.212,0.019,5.875,1.720,0.020,0.260,0.017,0.001,0.011,0.000,0.005,0.001,0.001,0.000,0.011,0.004,98.0,98.0,10.2,5.9,0.832,0.023,0.823,0.031
MU19-26,2,10.261,0.009,5.870,1.536,0.023,0.441,0.013,0.000,0.003,0.000,0.005,0.001,0.000,0.000,0.003,0.008,98.0,98.1,10.3,5.9,0.835,0.017,0.826,0.016
MU19-26,3,10.236,0.010,5.879,1.744,0.013,0.243,0.013,0.001,0.001,0.000,0.000,0.000,0.004,0.001,0.007,0.004,98.4,98.5,10.3,5.9,0.847,-0.021,0.007,
MU19-26,4,10.134,0.014,5.913,1.696,0.021,0.282,0.013,0.000,0.005,0.000,0.003,0.001,0.000,0.000,0.010,0.006,98.8,98.9,10.2,5.9,0.840,0.002,0.828,0.010
MU19-26,5,10.239,0.007,5.878,1.758,0.024,0.219,0.015,0.001,0.002,0.002,0.010,0.001,0.002,0.000,0.005,0.005,98.0,98.0,10.3,5.9,0.845,-0.013,0.829,0.005
MU19-26,6,10.190,0.012,5.896,1.758,0.012,0.230,0.012,0.000,0.004,0.001,0.005,0.001,0.000,0.000,0.007,0.005,98.6,98.6,10.2,5.9,0.845,-0.014,0.003,
MU19-26,7,10.182,0.008,5.902,1.727,0.016,0.257,0.011,0.003,0.003,0.001,0.002,0.003,0.001,0.000,0.002,0.007,98.4,98.4,10.2,5.9,0.845,-0.014,0.004,
MU19-26,8,10.201,0.010,5.894,1.914,0.016,0.069,0.014,0.000,0.000,0.001,0.003,0.000,0.002,0.000,0.008,0.005,98.8,98.9,10.2,5.9,0.855,-,0.047,
MU19-26,9,10.198,0.007,5.898,1.727,0.015,0.258,0.013,0.000,0.005,0.000,0.002,0.000,0.000,0.000,0.007,0.004,98.5,98.5,10.2,5.9,0.842,-,0.006,
MU19-26,10,10.309,0.007,5.851,1.967,0.012,0.021,0.012,0.000,0.002,0.000,0.003,0.000,0.000,0.000,0.011,0.005,98.2,98.2,10.3,5.9,0.856,-,0.049,
MU19-26,11,10.253,0.009,5.875,1.639,0.011,0.350,0.012,0.002,0.006,0.000,0.003,0.000,0.002,0.000,0.002,0.005,97.9,97.9,10.3,5.9,0.838,0.006,0.828,
MU19-26,12,10.276,0.013,5.864,1.717,0.023,0.259,0.012,0.000,0.005,0.000,0.009,0.000,0.000,0.000,0.007,0.002,97.7,97.8,10.3,5.9,0.841,-,0.003,
MU19-26,13,10.319,0.008,5.850,1.931,0.014,0.054,0.010,0.001,0.006,0.000,0.001,0.002,0.000,0.000,0.004,0.005,98.2,98.2,10.3,5.9,0.852,-,0.035,
MU19-26,14,10.231,0.006,5.886,1.972,0.014,0.014,0.012,0.002,0.000,0.000,0.002,0.001,0.000,0.000,0.002,0.007,98.6,98.7,10.2,5.9,0.859,-,0.058,
MU19-26,15,10.212,0.010,5.886,2.134,0.016,0.000,0.012,0.000,0.003,0.001,0.007,0.000,0.002,0.000,0.009,0.005,98.9,98.9,10.2,5.9,0.855,-,0.047,
MU19-26,16,10.202,0.008,5.895,1.777,0.014,0.209,0.010,0.000,0.002,0.002,0.003,0.004,0.000,0.001,0.007,0.005,98.7,98.7,10.2,5.9,0.848,-,0.025,
MU19-26,17,10.231,0.006,5.889,1.837,0.014,0.148,0.010,0.000,0.002,0.002,0.005,0.000,0.000,0.000,0.003,0.004,98.9,98.9,10.2,5.9,0.851,-,0.035,
MU19-26,18,10.335,0.006,5.847,2.136,0.013,0.000,0.011,0.000,0.004,0.000,0.004,0.000,0.003,0.000,0.006,0.002,98.2,98.2,10.4,5.9,0.855,-,0.047,
MU19-26,19,10.226,0.008,5.884,1.796,0.014,0.190,0.014,0.000,0.002,0.003,0.004,0.000,0.000,0.000,0.008,0.005,98.2,98.3,10.2,5.9,0.848,-,0.023,
MU19-26,20,10.164,0.009,5.914,1.942,0.015,0.043,0.014,0.000,0.004,0.002,0.004,0.000,0.000,0.001,0.003,0.003,99.1,99.1,10.2,5.9,0.852,-,0.037,
MU19-26,21,10.244,0.010,5.874,1.811,0.016,0.173,0.011,0.000,0.003,0.000,0.007,0.000,0.000,0.000,0.010,0.006,98.3,98.3,10.3,5.9,0.849,-,0.026,
MU19-26,22,10.267,0.009,5.866,1.877,0.015,0.108,0.012,0.000,0.000,0.000,0.004,0.005,0.000,0.000,0.005,0.006,98.5,98.5,10.3,5.9,0.854,-,0.043,
MU19-26,23,10.290,0.007,5.862,1.830,0.017,0.153,0.013,0.000,0.003,0.000,0.005,0.000,0.000,0.000,0.011,0.002,98.3,98.3,10.3,5.9,0.848,-,0.025,
MU19-26,24,10.295,0.008,5.859,1.724,0.025,0.251,0.013,0.000,0.005,0.000,0.000,0.001,0.004,0.000,0.007,0.001,97.5,97.6,10.3,5.9,0.841,-,0.001,
